work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2022,Data Engineer,Data Engineering,GBP,80000,98506,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,90625.52,82.7,119112.45
2022,Data Engineer,Data Engineering,GBP,70000,86193,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,79297.56,82.7,104223.7
2022,Data Engineer,Data Engineering,EUR,80000,84053,Spain,Mid-level,Full-time,Remote,Spain,M,77328.76,62.8,133842.36
2022,Data Engineer,Data Engineering,EUR,70000,73546,Spain,Mid-level,Full-time,Remote,Spain,M,67662.32,62.8,117111.46
2022,Analytics Engineer,Leadership and Management,GBP,83376,102663,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,94449.96,82.7,124139.06
2022,Analytics Engineer,Leadership and Management,GBP,65004,80041,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,73637.72,82.7,96784.76
2022,Data Engineer,Data Engineering,GBP,84958,104611,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,96242.12,82.7,126494.56
2022,Data Engineer,Data Engineering,GBP,66822,82280,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,75697.6,82.7,99492.14
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,In-person,United States,M,176157.0,100.0,191475.0
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,In-person,United States,M,130203.0,100.0,141525.0
2022,Data Analyst,Data Analysis,USD,115000,115000,United States,Senior,Full-time,In-person,United States,L,105800.0,100.0,115000.0
2022,Data Scientist,Data Science and Research,EUR,30000,31520,Spain,Entry-level,Full-time,Hybrid,Spain,M,28998.4,62.8,50191.08
2022,Data Operations Analyst,Data Quality and Operations,USD,81000,81000,United States,Senior,Full-time,Remote,United States,M,74520.0,100.0,81000.0
2022,Data Operations Analyst,Data Quality and Operations,USD,66000,66000,United States,Senior,Full-time,Remote,United States,M,60720.0,100.0,66000.0
2022,Data Analyst,Data Analysis,USD,46000,46000,United States,Entry-level,Full-time,Remote,United States,L,42320.0,100.0,46000.0
2022,Data Engineer,Data Engineering,USD,80000,80000,United States,Entry-level,Full-time,Remote,United States,L,73600.0,100.0,80000.0
2022,Machine Learning Scientist,Machine Learning and AI,USD,200000,200000,United States,Executive,Full-time,Remote,United States,S,184000.0,100.0,200000.0
2022,Machine Learning Scientist,Machine Learning and AI,USD,180000,180000,United States,Executive,Full-time,Remote,United States,S,165600.0,100.0,180000.0
2022,AI Scientist,Machine Learning and AI,USD,200000,200000,United States,Executive,Full-time,Remote,United States,S,184000.0,100.0,200000.0
2022,Data Scientist,Data Science and Research,USD,204100,204100,United States,Senior,Full-time,In-person,United States,M,187772.0,100.0,204100.0
2022,Data Scientist,Data Science and Research,USD,136100,136100,United States,Senior,Full-time,In-person,United States,M,125212.0,100.0,136100.0
2022,Analytics Engineer,Leadership and Management,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2022,Analytics Engineer,Leadership and Management,USD,63000,63000,United States,Senior,Full-time,In-person,United States,M,57960.0,100.0,63000.0
2022,Data Scientist,Data Science and Research,GBP,96000,118208,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,108751.36,82.7,142935.91
2022,Data Scientist,Data Science and Research,GBP,90000,110820,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,101954.4,82.7,134002.42
2021,Computer Vision Software Engineer,Machine Learning and AI,DKK,120000,19073,Denmark,Entry-level,Part-time,Hybrid,Denmark,L,17547.16,93.1,20486.57
2022,Data Specialist,Data Management and Strategy,USD,95000,95000,United States,Senior,Full-time,Remote,United States,M,87400.0,100.0,95000.0
2022,Data Specialist,Data Management and Strategy,USD,70000,70000,United States,Senior,Full-time,Remote,United States,M,64400.0,100.0,70000.0
2022,Applied Machine Learning Scientist,Machine Learning and AI,USD,75000,75000,Bolivia,Mid-level,Full-time,Remote,United States,M,69000.0,100.0,75000.0
2022,Data Analyst,Data Analysis,USD,113000,113000,United States,Mid-level,Full-time,In-person,United States,L,103960.0,100.0,113000.0
2022,Data Scientist,Data Science and Research,USD,170000,170000,United States,Senior,Full-time,Remote,United States,M,156400.0,100.0,170000.0
2022,Data Analytics Consultant,Leadership and Management,USD,113000,113000,United States,Mid-level,Full-time,Remote,United States,L,103960.0,100.0,113000.0
2022,Product Data Analyst,Data Analysis,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,M,128800.0,100.0,140000.0
2021,Data Analyst,Data Analysis,USD,50000,50000,Philippines,Senior,Full-time,Remote,Philippines,S,46000.0,28.5,175438.6
2022,BI Data Analyst,Data Analysis,AUD,77000,53368,Australia,Mid-level,Full-time,Remote,Australia,M,49098.56,76.8,69489.58
2022,Lead Data Scientist,Data Science and Research,EUR,28500,29944,Portugal,Senior,Full-time,Hybrid,Portugal,S,27548.48,62.4,47987.18
2022,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,L,147200.0,100.0,160000.0
2022,Data Scientist,Data Science and Research,USD,119300,119300,United States,Senior,Full-time,In-person,United States,L,109756.0,100.0,119300.0
2022,Research Scientist,Data Science and Research,USD,145000,145000,United States,Mid-level,Full-time,Hybrid,United States,L,133400.0,100.0,145000.0
2022,Data Engineer,Data Engineering,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M,82800.0,100.0,90000.0
2022,ETL Developer,Data Engineering,USD,146200,146200,United States,Senior,Full-time,Remote,United States,M,134504.0,100.0,146200.0
2022,ETL Developer,Data Engineering,USD,124270,124270,United States,Senior,Full-time,Remote,United States,M,114328.4,100.0,124270.0
2022,Data Scientist,Data Science and Research,USD,225000,225000,United States,Mid-level,Full-time,In-person,United States,M,207000.0,100.0,225000.0
2022,Data Scientist,Data Science and Research,USD,160000,160000,United States,Mid-level,Full-time,In-person,United States,M,147200.0,100.0,160000.0
2022,Data Scientist,Data Science and Research,EUR,52000,54634,Netherlands,Mid-level,Full-time,Remote,Netherlands,S,50263.28,82.6,66142.86
2022,Data Engineer,Data Engineering,USD,185800,185800,Canada,Senior,Full-time,Remote,Canada,M,170936.0,79.3,234300.13
2022,Data Engineer,Data Engineering,USD,137400,137400,Canada,Senior,Full-time,Remote,Canada,M,126408.0,79.3,173266.08
2022,Analytics Engineer,Leadership and Management,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M,225400.0,100.0,245000.0
2022,Analytics Engineer,Leadership and Management,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M,165600.0,100.0,180000.0
2022,Analytics Engineer,Leadership and Management,USD,203500,203500,United States,Senior,Full-time,In-person,United States,M,187220.0,100.0,203500.0
2022,Analytics Engineer,Leadership and Management,USD,152000,152000,United States,Senior,Full-time,In-person,United States,M,139840.0,100.0,152000.0
2022,Data Engineer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2022,Data Engineer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,In-person,United States,M,57960.0,100.0,63000.0
2022,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,186000,186000,United States,Senior,Full-time,Remote,United States,M,171120.0,100.0,186000.0
2022,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,148800,148800,United States,Senior,Full-time,Remote,United States,M,136896.0,100.0,148800.0
2022,Machine Learning Engineer,Machine Learning and AI,GBP,104000,128058,United Kingdom,Mid-level,Full-time,Hybrid,United Kingdom,L,117813.36,82.7,154846.43
2022,Data Scientist,Data Science and Research,USD,82000,82000,United States,Entry-level,Full-time,In-person,United States,L,75440.0,100.0,82000.0
2022,Data Scientist,Data Science and Research,USD,110000,110000,Dominican Republic,Entry-level,Part-time,Remote,France,M,101200.0,79.8,137844.61
2022,Applied Machine Learning Scientist,Machine Learning and AI,USD,173000,173000,United States,Mid-level,Full-time,Hybrid,United States,M,159160.0,100.0,173000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,186000,186000,United States,Senior,Full-time,Remote,United States,M,171120.0,100.0,186000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,148800,148800,United States,Senior,Full-time,Remote,United States,M,136896.0,100.0,148800.0
2022,Data Science Manager,Data Science and Research,USD,158000,158000,United States,Mid-level,Full-time,Remote,United States,M,145360.0,100.0,158000.0
2022,Data Science Manager,Data Science and Research,USD,134000,134000,United States,Mid-level,Full-time,Remote,United States,M,123280.0,100.0,134000.0
2022,Analytics Engineer,Leadership and Management,USD,200000,200000,United States,Executive,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2022,Analytics Engineer,Leadership and Management,USD,150000,150000,United States,Executive,Full-time,Remote,United States,M,138000.0,100.0,150000.0
2022,Data Analyst,Data Analysis,USD,216200,216200,United States,Senior,Full-time,In-person,United States,M,198904.0,100.0,216200.0
2022,Data Analyst,Data Analysis,USD,144100,144100,United States,Senior,Full-time,In-person,United States,M,132572.0,100.0,144100.0
2022,Data Scientist,Data Science and Research,EUR,110000,115573,Netherlands,Mid-level,Full-time,In-person,Netherlands,M,106327.16,82.6,139918.89
2022,Data Scientist,Data Science and Research,EUR,85000,89306,Netherlands,Mid-level,Full-time,In-person,Netherlands,M,82161.52,82.6,108118.64
2022,ETL Developer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2022,ETL Developer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,In-person,United States,M,57960.0,100.0,63000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,124200.0,100.0,135000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,78200.0,100.0,85000.0
2022,Data Science Manager,Data Science and Research,USD,206000,206000,United States,Senior,Full-time,Remote,United States,M,189520.0,100.0,206000.0
2022,Data Science Manager,Data Science and Research,USD,175100,175100,United States,Senior,Full-time,Remote,United States,M,161092.0,100.0,175100.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,189650,189650,United States,Senior,Full-time,In-person,United States,M,174478.0,100.0,189650.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,164996,164996,United States,Senior,Full-time,In-person,United States,M,151796.32,100.0,164996.0
2022,Data Engineer,Data Engineering,USD,154000,154000,United States,Senior,Full-time,Remote,United States,M,141680.0,100.0,154000.0
2022,Data Engineer,Data Engineering,USD,126000,126000,United States,Senior,Full-time,Remote,United States,M,115920.0,100.0,126000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,L,184000.0,100.0,200000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,L,138000.0,100.0,150000.0
2022,Analytics Engineer,Leadership and Management,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,124200.0,100.0,135000.0
2022,Data Engineer,Data Engineering,GBP,80000,98506,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,90625.52,82.7,119112.45
2022,Data Engineer,Data Engineering,GBP,60000,73880,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67969.6,82.7,89334.95
2022,Data Analyst,Data Analysis,USD,117000,117000,United States,Senior,Full-time,Remote,United States,M,107640.0,100.0,117000.0
2022,Data Analyst,Data Analysis,USD,99450,99450,United States,Senior,Full-time,Remote,United States,M,91494.0,100.0,99450.0
2022,Data Engineer,Data Engineering,USD,200000,200000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,184000.0,71.3,280504.91
2022,Data Engineer,Data Engineering,USD,135000,135000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,124200.0,71.3,189340.81
2022,Machine Learning Engineer,Machine Learning and AI,USD,193900,193900,United States,Senior,Full-time,In-person,United States,M,178388.0,100.0,193900.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,118956.0,100.0,129300.0
2022,Machine Learning Engineer,Machine Learning and AI,GBP,45000,55410,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,S,50977.2,82.7,67001.21
2022,Data Analyst,Data Analysis,GBP,70000,86193,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,79297.56,82.7,104223.7
2022,Data Analyst,Data Analysis,GBP,50000,61566,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,56640.72,82.7,74444.98
2022,Data Analyst,Data Analysis,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,161000.0,100.0,175000.0
2022,Data Analyst,Data Analysis,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,119600.0,100.0,130000.0
2022,Data Engineer,Data Engineering,USD,188100,188100,United States,Senior,Full-time,In-person,United States,M,173052.0,100.0,188100.0
2022,Data Engineer,Data Engineering,USD,139860,139860,United States,Senior,Full-time,In-person,United States,M,128671.2,100.0,139860.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,248700,248700,United States,Senior,Full-time,In-person,United States,M,228804.0,100.0,248700.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,167100,167100,United States,Senior,Full-time,In-person,United States,M,153732.0,100.0,167100.0
2022,BI Data Analyst,Data Analysis,EUR,48000,50432,Germany,Mid-level,Full-time,Remote,Germany,S,46397.44,78.5,64244.59
2022,Data Scientist,Data Science and Research,USD,205000,205000,United States,Senior,Full-time,In-person,United States,M,188600.0,100.0,205000.0
2022,Data Architect,Data Architecture and Modeling,USD,141300,141300,United States,Senior,Full-time,In-person,United States,M,129996.0,100.0,141300.0
2022,Data Architect,Data Architecture and Modeling,USD,102100,102100,United States,Senior,Full-time,In-person,United States,M,93932.0,100.0,102100.0
2022,Data Analyst,Data Analysis,USD,50000,50000,Argentina,Entry-level,Full-time,Remote,Argentina,L,46000.0,29.1,171821.31
2022,Data Scientist,Data Science and Research,EUR,80000,84053,Belgium,Entry-level,Full-time,Remote,Belgium,L,77328.76,76.1,110450.72
2022,Lead Data Scientist,Data Science and Research,GBP,50000,61566,United Kingdom,Mid-level,Full-time,Hybrid,United Kingdom,S,56640.72,82.7,74444.98
2022,Data Architect,Data Architecture and Modeling,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2022,Data Architect,Data Architecture and Modeling,USD,63000,63000,United States,Senior,Full-time,In-person,United States,M,57960.0,100.0,63000.0
